x,y
-1.8962998036855805,0.07907935303968336
-1.891251281352221,0.10413148278908262
-1.892214224750492,0.09499176418965517
-1.8846755958704253,0.11093275774901991
-1.8848566714185817,0.14959712213755805
-1.8568861642101544,0.1532356169522798
-1.8619387802059577,0.19749242136496348
-1.853034748433048,0.1887411188784948
-1.8378176869188911,0.22064804032019072
-1.815327964723947,0.2882443539102214
-1.803019665937876,0.29259920361657304
-1.790055331971932,0.35130915710038874
-1.7697574767500341,0.38559741622261334
-1.726992162635739,0.4119977947586517
-1.7144214421643322,0.4326511778384542
-1.701924152857434,0.4801648145401028
-1.6844801903455857,0.47462201413128724
-1.6823782991794618,0.5518770821994176
-1.648874270951167,0.5554412153926872
-1.629548495073143,0.5781086053797385
-1.6139464159356054,0.6121935598754509
-1.5609875227833143,0.6822102785361406
-1.551990445426496,0.7128078179623981
-1.52892702604038,0.7391140086561481
-1.4991474664087034,0.8191730097041294
-1.4558329468333076,0.8006366234255503
-1.4446297321204216,0.8383720704036014
-1.437094024918506,0.8781030096955741
-1.4374327117089252,0.8847433263359153
-1.4357520312432421,0.871617328973753
-1.3820895361175083,0.9044420489800648
-1.3526758008203383,0.9319920168255125
-1.3563036167948388,1.0100642816815448
-1.319504625379732,0.9944079670539733
-1.3086322839365845,1.0013842125032433
-1.3030357777446608,1.0131462414979127
-1.289507673656011,1.0557805297125913
-1.257677950465004,1.0614293235139245
-1.220369349395966,1.10975853485899
-1.2126680736243285,1.11060010650825
-1.1735816649719355,1.1532831072358363
-1.1572443470760458,1.150777038177987
-1.1531147290725763,1.1257083634503484
-1.1383094656238335,1.158631536978987
-1.1256748680806832,1.1798919598794213
-1.103714094689597,1.2078263209459792
-1.0933348104672995,1.2346307765447364
-1.071131799521011,1.222498107160888
-1.0396941590471975,1.2650911359638857
-1.0034048437201957,1.2384102337375418
-0.9988774118844823,1.2503767153518002
-0.9833596847141052,1.2945564453586615
-0.970170828704805,1.282369310694244
-0.9359105121492614,1.3116396858449026
-0.9101437766705706,1.3300887937908443
-0.8881560268992995,1.3212862872383788
-0.8785370732115427,1.3209784546793046
-0.8497382077533605,1.3334227442080058
-0.8184644619735009,1.3653665867775047
-0.8071917582909836,1.3689617587866714
-0.8035217389071345,1.3846477105947368
-0.7752848252627315,1.397879779506082
-0.7614221292296136,1.3901731229456655
-0.7357527160590857,1.3971922457750736
-0.7336039562255179,1.3895186773425845
-0.7184165433732717,1.3995002364838864
-0.7128111129257384,1.408888449351063
-0.6696978239668572,1.4390126491436892
-0.6389629810863361,1.4316433110857276
-0.6037894787577603,1.4486042153787007
-0.5765294793282815,1.4747603974596557
-0.5622309685831893,1.4698985819934591
-0.5332244605218062,1.4859816042062732
-0.5203724859692836,1.5039118502244677
-0.5349369143660182,1.4838967952697752
-0.5105121912873309,1.4765320231831192
-0.5094699678531206,1.500861957170725
-0.4725884932210012,1.4971888060905625
-0.46771150311539883,1.5033388099767364
-0.4593631552736044,1.5167166762462991
-0.4549267051281505,1.5325528669901707
-0.4376903355748473,1.4896951650540107
-0.4363162445182536,1.5279609379615136
-0.4211157998184688,1.492647276509317
-0.4092091461825295,1.5252140510118235
-0.3898235094337855,1.508382589362608
-0.3793058711018568,1.5216291457938362
-0.3793376322851216,1.5144829980344159
-0.3516595946229742,1.5059087971588443
-0.34462575036978543,1.4882811278454202
-0.3547649411794577,1.5186606241521565
-0.3401258184838957,1.5309411448579726
-0.3055688773865342,1.513933491967807
-0.31334941258530996,1.4933066433176025
-0.3193066988852987,1.517505175064137
-0.3222149446023141,1.4911534600164602
-0.3096377115341472,1.5197505546384076
-0.2929725449907157,1.510102010080174
-0.28267629957395274,1.4938166744937433
-0.282232906100499,1.52382995030262
-0.25828484237405674,1.5118336786262005
-0.23721713886299428,1.500736716618895
-0.23927659245488234,1.4563075797737284
-0.2167025158995585,1.454730576055297
-0.21174600106117805,1.4598119015616084
-0.19153455553538598,1.4850473000453979
-0.17230025110084135,1.4731372065026804
-0.15391342298315283,1.4749989183892442
-0.1390908518729402,1.4373549547138194
-0.12390814756645767,1.4557707673803604
-0.11466148765897247,1.4162854661233595
-0.10797762363264565,1.414627202050243
-0.08728157519833088,1.4236606522103776
-0.06746531802319652,1.4119766760261905
-0.06314745599702692,1.4166264638112438
-0.051943204932588444,1.423784227131006
-0.041972056582532724,1.4305638359181216
-0.032801665426120966,1.406540756243181
-0.015410726124237235,1.431951971765166
-0.010850061866377983,1.3813593459727058
-0.007666080878238796,1.389211243783225
-0.01167452603407939,1.3982306268020745
0.018250573421008016,1.378040612504304
0.048207103840385776,1.3736870306559483
0.061581530500535483,1.3220595700336903
0.11224992718902398,1.3150959701582066
0.16153816385520306,1.3063239995032576
0.19133588621991296,1.258517560178554
0.2060391903828963,1.2652774772548572
0.24136254832827844,1.2384460632949146
0.2608185985539454,1.2714671856706896
0.2516186316159342,1.229213134050581
0.29420883070483295,1.2195683693595325
0.3101497389410235,1.2009262988409557
0.30959860755600643,1.2148056801640852
0.3359604818477573,1.1925262322064072
0.35542882823823524,1.1712920321667
0.3609569346601478,1.1874754027340015
0.3694122353882618,1.1278130036836391
0.404595694997552,1.1539983200148298
0.4176150995680016,1.1207417866145801
0.4172619741029975,1.090207144855182
0.45372847874279054,1.1082242790377053
0.47496208845546567,1.1008785437620738
0.4856730226439956,1.062990706010011
0.5046234420580743,1.0368254716128062
0.49517388475384155,1.0662500724720476
0.5221202120648482,1.0390796307712409
0.5361631278340714,1.0428829113604154
0.5607309236946885,0.985453345422213
0.5490557130163386,0.9773500811395296
0.5803487197574124,0.9852863716869306
0.5838053238730876,0.952056361838743
0.6091153329084994,0.961501145098836
0.6121445894417998,0.9487093391054104
0.6454341837413684,0.8992571322396814
0.6603567722391619,0.8589153088028234
0.6860015443425383,0.85909590686682
0.7133703348263607,0.8076989014622358
0.7214512471439098,0.7867199663268387
0.7271554677454193,0.7756731715359846
0.7402924656250772,0.7633587838923926
0.7463661092892135,0.7275984976267663
0.7606826386025363,0.7355092076341928
0.7659710988420407,0.7156588478046498
0.7978682728805154,0.7199151836102358
0.8014740214331848,0.6615153979779534
0.791451967855518,0.6691224376828985
0.8143534443586671,0.6729037579606586
0.8262679790993553,0.657513538425099
0.8289207564645269,0.6037953093327886
0.8471202884123945,0.6026605795269704
0.8629629104941219,0.5704416300293527
0.8651105566718248,0.5655332751563459
0.8753406664483077,0.5756089710254949
0.8909200551471372,0.5687753976738368
0.9009747618179221,0.5385077499428552
0.8978259827689115,0.5159754398636898
0.9115152220517202,0.5151551600941132
0.9288363694451394,0.5061271391364631
0.9058538118635309,0.502350039968536
0.9154777174069421,0.4945869557235969
0.9213698314905019,0.5047356526810549
0.9427771826559689,0.47246456894225625
0.9192557140033486,0.467222501772661
0.9353689763451327,0.4817601793160468
0.9315469762424459,0.4410208800935786
0.9279268168891671,0.45481658765703686
-1.9290440066472152,0.055230901919401255
-1.8992259431724348,0.053052501504192086
-1.9096258877996615,0.0877162961040563
-1.9010412969207797,0.06834602354059528
-1.8833729333843943,0.022856648802849724
-1.8949583580953968,0.028666346547162123
-1.8997018525754872,-0.018477217949609548
-1.8713538447596278,-0.018219201293861263
-1.8663231670733282,-0.06935717459672137
-1.8511962999813039,-0.07200235768719639
-1.8690550865894096,-0.11886720977858473
-1.8526070838827238,-0.11066686716355312
-1.8253684200563807,-0.12758353731913905
-1.8221961181848556,-0.1865515667279009
-1.7948693716979085,-0.19724933482840495
-1.786491267813052,-0.2587026319592839
-1.7761962651991543,-0.27746574303096583
-1.7741779446229482,-0.29100861911793513
-1.773118513284851,-0.27280282900746505
-1.7573593308896034,-0.2999714688289437
-1.7524027854961481,-0.33671301837267853
-1.7279855246058244,-0.36356382373764745
-1.7379068532799047,-0.37533845737199795
-1.722199438331924,-0.407666717486685
-1.6941765831441131,-0.4061270021416243
-1.69601882512414,-0.4367386383890546
-1.680569262116095,-0.463247349492045
-1.668892468884626,-0.5144489703395454
-1.6326459237586268,-0.5508106392917173
-1.6340628690693066,-0.5704123805905015
-1.6347612766096813,-0.5855001125027178
-1.6410261368302337,-0.6277707818473122
-1.6107788122197029,-0.6005815941145104
-1.603419266249071,-0.6369079816233248
-1.6029183691345839,-0.6240924769162451
-1.6064147251968344,-0.6632966498548254
-1.5956834464333167,-0.673963050332494
-1.5834122495903493,-0.7090488120224976
-1.5340674663556007,-0.7214736736150607
-1.5093110517351975,-0.7621486691883622
-1.507424519299838,-0.8198425364831393
-1.4695729764606182,-0.8623352969445965
-1.4186716907496741,-0.8605888275883057
-1.424484904247264,-0.8620811610379409
-1.4139940818542702,-0.9004391615977101
-1.397607280787564,-0.9031228781526877
-1.37889675219219,-0.9752103917320745
-1.3565011254819541,-0.9547898770239894
-1.3312156377553825,-1.0159837260969724
-1.308886702324453,-0.9849584417603516
-1.2927904861707122,-1.0495692921512376
-1.2709757642754742,-1.0664128055667454
-1.2715472008611985,-1.0785383105669146
-1.2501706443157816,-1.0892686846455595
-1.2332409842060328,-1.065411241837214
-1.237179570515545,-1.1028754980498356
-1.204327106264341,-1.1052638725115542
-1.2080088148145427,-1.1266427699001875
-1.2032074465192388,-1.1000051471061332
-1.1767747615106268,-1.1480920812338973
-1.1626968335026242,-1.1389382916360082
-1.1643000196169795,-1.18859752909914
-1.157135822031793,-1.1806870056358945
-1.1287218285182907,-1.2132407076871032
-1.1160742508144494,-1.236573218385593
-1.1063171884489627,-1.244974067813427
-1.1094115609160153,-1.2649133004177444
-1.0959517709018882,-1.248767546016482
-1.081427707083404,-1.2689849016383836
-1.0645014306152407,-1.2403274559289754
-1.052757599790954,-1.2906677425474904
-1.0569180907749456,-1.2954536560411465
-1.031486428798213,-1.322061107924471
-1.0191340032727672,-1.3149998089686794
-1.0199367224507936,-1.2951350236850985
-1.003806332393085,-1.329854512379958
-0.9879934000449843,-1.3227276248301898
-0.974773426054973,-1.3617019395613683
-0.9838614796010482,-1.3551175251150434
-0.9627122069808128,-1.3722765073039027
-0.923939798948932,-1.3719492369778137
-0.9078710764821961,-1.3806002715678116
-0.9192969134817082,-1.367047127509377
-0.9085026896720336,-1.3826633124591754
-0.8772484280832358,-1.3932618671732424
-0.8651886753342392,-1.3948694722549306
-0.8348297188134869,-1.4327403436835764
-0.8154757803683397,-1.4326099461778115
-0.8162953511647962,-1.4363202759433844
-0.7831188447864136,-1.437766646796186
-0.7747536029413971,-1.4706508770628144
-0.7496271703673749,-1.4280783666497274
-0.714866139816507,-1.4672931093967265
-0.70263463652394,-1.4860346065362744
-0.7062117369062964,-1.4644271332024488
-0.6813991379660904,-1.4637405070212695
-0.6562529333942118,-1.5088295675557786
-0.6697627370167473,-1.5182803804725995
-0.6231215220792807,-1.4906766097387685
-0.6154571427752922,-1.4826186511964101
-0.6282614084812662,-1.5124897801639647
-0.5803860484558763,-1.4827530844176349
-0.5684333256613722,-1.5118984197310708
-0.5675530501600639,-1.4945071171518036
-0.5730519559221545,-1.4813089538466362
-0.5782602098780484,-1.5060009977259732
-0.5629101775822366,-1.524081547809214
-0.5443062020360697,-1.4881035982463604
-0.5395160324255279,-1.534790927351272
-0.5296053205624769,-1.5046973337348983
-0.529958497283956,-1.5364241989259977
-0.5065096596249641,-1.5244538071246587
-0.4985524173624937,-1.5115685496033688
-0.47273327905587514,-1.5220255598221404
-0.43436618122432363,-1.5360297926631628
-0.42750144521801253,-1.5019116363422373
-0.41503387766649075,-1.5243208643681356
-0.39070859501259775,-1.5276156962595278
-0.3774404762783416,-1.5373698051182176
-0.37863291326199255,-1.506853527157971
-0.3578125557969308,-1.4994949597163632
-0.3444966676895417,-1.5077235173690702
-0.33324316106289803,-1.5192247158753382
