x,y,color,label
-0.1447963485722057,1.7088111076511223,#1f77b4,a
-0.11428325621119614,1.7235108094475777,#1f77b4,a
-0.13231692639552575,1.7059702981774156,#1f77b4,a
-0.1527023549315791,1.7127719622148052,#1f77b4,a
-0.1815485219755808,1.6966532751104515,#1f77b4,a
-0.1690393905509343,1.7017430744557518,#1f77b4,a
-0.2323519950786603,1.7182175730361506,#1f77b4,a
-0.23213144501130367,1.709219012141589,#1f77b4,a
-0.2725740341550888,1.7021608406100508,#1f77b4,a
-0.30164126757717025,1.714559693182504,#1f77b4,a
-0.31971935550684794,1.7059103646066356,#1f77b4,a
-0.3720192810941022,1.6931142654405935,#1f77b4,a
-0.3718168675810921,1.6921573241177164,#1f77b4,a
-0.4176763094651964,1.7022556547971988,#1f77b4,a
-0.42925439810383476,1.7177468884199123,#1f77b4,a
-0.44820420846886466,1.7121349125096597,#1f77b4,a
-0.4972876152315161,1.6844787246648656,#1f77b4,a
-0.4865631087249386,1.701276714233826,#1f77b4,a
-0.49995641261413976,1.7136634937347524,#1f77b4,a
-0.5392330449016339,1.68998924636294,#1f77b4,a
-0.5737238819666308,1.707585204470861,#1f77b4,a
-0.5796457824042053,1.6958076735198997,#1f77b4,a
-0.6175677869985605,1.681965634021016,#1f77b4,a
-0.5993598991988094,1.6693704055964127,#1f77b4,a
-0.6519175795269818,1.6814709153096759,#1f77b4,a
-0.6458411683672911,1.685878646472355,#1f77b4,a
-0.6600227079796931,1.670140213871341,#1f77b4,a
-0.6741426146586772,1.6918047704364312,#1f77b4,a
-0.6864916142997367,1.6777394451028125,#1f77b4,a
-0.6912182286815142,1.6698612038034333,#1f77b4,a
-0.7006028887140977,1.6389989071455906,#1f77b4,a
-0.7316245460852583,1.6320409081411433,#1f77b4,a
-0.7459551330932949,1.6505472656963671,#1f77b4,a
-0.7792802556113957,1.6275956524401172,#1f77b4,a
-0.7824178300477951,1.5968852111307137,#1f77b4,a
-0.8122889040642249,1.5936253425789964,#1f77b4,a
-0.8357545377797678,1.5976500500144015,#1f77b4,a
-0.8719342980043508,1.5687267972424885,#1f77b4,a
-0.8957992137812515,1.5603473377126837,#1f77b4,a
-0.9418179929940266,1.525369887746381,#1f77b4,a
-0.9548853781361087,1.521225888710577,#1f77b4,a
-0.9428808782213657,1.5293526846248764,#1f77b4,a
-0.9698780747727288,1.510700586889966,#1f77b4,a
-0.9926410084098805,1.51406641459677,#1f77b4,a
-1.0232902034429934,1.4803440391924245,#1f77b4,a
-1.0295058572065394,1.4736471163380132,#1f77b4,a
-1.0490780587201982,1.4590311453652698,#1f77b4,a
-1.0696189132662361,1.4578957128857233,#1f77b4,a
-1.0872238950539226,1.4421871387240095,#1f77b4,a
-1.105498334203706,1.4153142637423834,#1f77b4,a
-1.1042480282708405,1.431462637433931,#1f77b4,a
-1.1500343244084696,1.4167581162120038,#1f77b4,a
-1.1660353979217797,1.3977487473101187,#1f77b4,a
-1.182302844361468,1.380943584914999,#1f77b4,a
-1.1986908850886557,1.3559415120165978,#1f77b4,a
-1.2097902975632684,1.329861416946006,#1f77b4,a
-1.2139556633146555,1.3117663693452184,#1f77b4,a
-1.2131989073539902,1.3160818871109925,#1f77b4,a
-1.234346623523637,1.270148669114721,#1f77b4,a
-1.2398463484082436,1.2653558343962412,#1f77b4,a
-1.2738153516499153,1.2626516306682434,#1f77b4,a
-1.2815108918171099,1.2586130761028231,#1f77b4,a
-1.2791569189661398,1.2427945179202513,#1f77b4,a
-1.2764955372265894,1.2134459601466379,#1f77b4,a
-1.2861502372146258,1.2264626234572804,#1f77b4,a
-1.3043274609757085,1.202625288049419,#1f77b4,a
-1.3319062974365476,1.1839451228178277,#1f77b4,a
-1.2986414099156334,1.1762753743031904,#1f77b4,a
-1.3078428844856498,1.1797417024546966,#1f77b4,a
-1.3178330334208053,1.128722683069988,#1f77b4,a
-1.3530962142348084,1.1224106392617497,#1f77b4,a
-1.354198924769646,1.1244093467580092,#1f77b4,a
-1.3837930125212576,1.0755581275003883,#1f77b4,a
-1.3440713234049304,1.0535188807786966,#1f77b4,a
-1.376327919533585,1.0503453988868712,#1f77b4,a
-1.3725111167429027,1.0039703674922635,#1f77b4,a
-1.3985398852369118,0.9874878336058238,#1f77b4,a
-1.3858809393428513,0.9879399341777219,#1f77b4,a
-1.4178150217802954,0.9796792881228995,#1f77b4,a
-1.398211013479055,0.9333865262634288,#1f77b4,a
-1.400697340065992,0.9075776256590165,#1f77b4,a
-1.4110101903161805,0.9094179970419661,#1f77b4,a
-1.3927229223133673,0.8920911660108996,#1f77b4,a
-1.4328351905776917,0.8741693500423207,#1f77b4,a
-1.4336401802156804,0.851237181388945,#1f77b4,a
-1.4114247107287479,0.813168118193154,#1f77b4,a
-1.4286959161767308,0.8189749514132678,#1f77b4,a
-1.4053776331294596,0.7960561589888232,#1f77b4,a
-1.402689975244302,0.7576597290627979,#1f77b4,a
-1.4018026210106758,0.7172637599416998,#1f77b4,a
-1.4070186742627304,0.7109031418881583,#1f77b4,a
-1.4241237374076292,0.6826534772734484,#1f77b4,a
-1.4322552990790713,0.6616023680452622,#1f77b4,a
-1.4356077791253363,0.6491759386229216,#1f77b4,a
-1.4126680483680651,0.6132686021194258,#1f77b4,a
-1.4294013094025368,0.5886083413936439,#1f77b4,a
-1.434976432300963,0.5568063583477117,#1f77b4,a
-1.4330114909301077,0.5511090723372538,#1f77b4,a
-1.4458034783450322,0.5372448172910677,#1f77b4,a
-1.4109150875880434,0.49645730281965034,#1f77b4,a
-1.423041050464292,0.4532317789912642,#1f77b4,a
-1.4272579487715675,0.4452127285838053,#1f77b4,a
-1.426182383284193,0.39506748931704827,#1f77b4,a
-1.4481704387982994,0.40190173930507184,#1f77b4,a
-1.4479152875677395,0.365113897085889,#1f77b4,a
-1.454824238393812,0.32474835710139405,#1f77b4,a
-1.4406466220185439,0.33747830475141166,#1f77b4,a
-1.4389703737571449,0.28879493355957503,#1f77b4,a
-1.4333675631370857,0.2727465401613123,#1f77b4,a
-1.4213346269597318,0.2732445910167817,#1f77b4,a
-1.432041845540088,0.24755494646795972,#1f77b4,a
-1.454265221400251,0.24087306425123378,#1f77b4,a
-1.4282007365451792,0.21964706280399107,#1f77b4,a
-1.4345573162593046,0.1859220577429383,#1f77b4,a
-1.4222534581022517,0.16633976735805153,#1f77b4,a
-1.4548397853632449,0.155739879996663,#1f77b4,a
-1.4528339132582486,0.11956447802146968,#1f77b4,a
-1.4316080922700118,0.08212708602378185,#1f77b4,a
-1.4335025047268721,0.0646427396869778,#1f77b4,a
-1.4427438349035608,0.009659678871716116,#1f77b4,a
-1.451069866485274,0.00861927911244294,#1f77b4,a
-1.4108997390582134,-0.02990532477211344,#1f77b4,a
-1.4266100489818656,-0.052744852035914926,#1f77b4,a
-1.4194103226083614,-0.07056687987114835,#1f77b4,a
-1.433983574426035,-0.12281620103735112,#1f77b4,a
-1.41137927998407,-0.15670150316997508,#1f77b4,a
-1.4148429531291238,-0.1697600613121374,#1f77b4,a
-1.4022095746479948,-0.18857995203491754,#1f77b4,a
-1.4098545859171634,-0.23568877091332338,#1f77b4,a
-1.3958091076121852,-0.26451584649567844,#1f77b4,a
-1.3933172847473205,-0.27312106371260214,#1f77b4,a
-1.3772453486806424,-0.30368720680426176,#1f77b4,a
-1.3588037657096874,-0.344261216408261,#1f77b4,a
-1.3726113733089795,-0.3597344837732965,#1f77b4,a
-1.364367179959822,-0.40790042725002246,#1f77b4,a
-1.3812927554188856,-0.4543526907771069,#1f77b4,a
-1.355462880913826,-0.5111795883358607,#1f77b4,a
-1.358204156627053,-0.5275682215170368,#1f77b4,a
-1.358510540464366,-0.5816315367380859,#1f77b4,a
-1.3474088213284494,-0.6215476298125439,#1f77b4,a
-1.3265511522582547,-0.6432301408405607,#1f77b4,a
-1.332157198571645,-0.6940295100192237,#1f77b4,a
-1.309158064511922,-0.7258492313981463,#1f77b4,a
-1.3220167061383514,-0.7870960590363411,#1f77b4,a
-1.3354937686160118,-0.8364129516701996,#1f77b4,a
-1.309560571437034,-0.8470742628964704,#1f77b4,a
-1.3187371829636518,-0.8799995252607052,#1f77b4,a
-1.2831638993152943,-0.9172340263345762,#1f77b4,a
-1.2910790650005035,-0.9332306276482369,#1f77b4,a
-1.2982458439684,-0.9594063652418633,#1f77b4,a
-1.2838706101393509,-1.0131235229652609,#1f77b4,a
-1.2740483127125353,-1.028824737374775,#1f77b4,a
-1.267204785913699,-1.0528991745330147,#1f77b4,a
-1.2893691959674594,-1.092072221990049,#1f77b4,a
-1.2521981708052818,-1.0881607049036337,#1f77b4,a
-1.2565413876591716,-1.1022562146848947,#1f77b4,a
-1.2737042481030139,-1.1375113514834871,#1f77b4,a
-1.2646878260822756,-1.1480099416262244,#1f77b4,a
-1.2317495324945869,-1.1630446687104086,#1f77b4,a
-1.2201909473702293,-1.2129495870323097,#1f77b4,a
-1.2198114711479269,-1.2412064434490868,#1f77b4,a
-1.2220298621288268,-1.2470845004662896,#1f77b4,a
-1.1865807931698569,-1.3036758433396605,#1f77b4,a
-1.1890449586541842,-1.3272769943731197,#1f77b4,a
-1.1707723765516618,-1.339693438391129,#1f77b4,a
-1.1564722267848253,-1.3449522763159032,#1f77b4,a
-1.1454617785026593,-1.3712799273540188,#1f77b4,a
-1.1488670464815467,-1.385807993646313,#1f77b4,a
-1.1469952207076,-1.3936764498902183,#1f77b4,a
-1.1167028158956582,-1.4169087624967216,#1f77b4,a
-1.1032505161506814,-1.4162164912524335,#1f77b4,a
-1.098049191184384,-1.461887074176818,#1f77b4,a
-1.093000307785615,-1.4752896017807908,#1f77b4,a
-1.0500465986788272,-1.4717659797624203,#1f77b4,a
-1.051482808199659,-1.4947729618445078,#1f77b4,a
-1.0196460604975566,-1.5235755350314257,#1f77b4,a
-0.992391170198981,-1.5381978883315284,#1f77b4,a
-1.001952190578703,-1.5481335484351946,#1f77b4,a
-1.001040067516705,-1.5734423712130083,#1f77b4,a
-0.9694586116716356,-1.5856548826479349,#1f77b4,a
-0.9510792316239608,-1.5954656843079305,#1f77b4,a
-0.9513496128110711,-1.6267845371520013,#1f77b4,a
-0.9118588315494484,-1.6366382622232105,#1f77b4,a
-0.8774353868638574,-1.6267183721195393,#1f77b4,a
-0.9080179074804596,-1.6525880849945687,#1f77b4,a
-0.8760816425420824,-1.6413078790496658,#1f77b4,a
-0.860591987566432,-1.6767008857411707,#1f77b4,a
-0.8693656315232273,-1.683470214339504,#1f77b4,a
-0.8418900902909009,-1.6980289900017629,#1f77b4,a
-0.8084371982720316,-1.6959127546724089,#1f77b4,a
-0.8153354804480619,-1.7147393784486396,#1f77b4,a
-0.7561412411567011,-1.7179115914294132,#1f77b4,a
-0.7644353742925881,-1.7273409098754975,#1f77b4,a
-0.7283897322181254,-1.7063746930230217,#1f77b4,a
-0.7128746262851627,-1.7489007618001395,#1f77b4,a
-0.6824560586685118,-1.7229308070487621,#1f77b4,a
-0.6609443198345881,-1.7549025232615247,#1f77b4,a
-0.6329360293159303,-1.7626941438257109,#1f77b4,a
-0.5951298055251669,-1.7751806679118975,#1f77b4,a
-0.5516554127172635,-1.7771020950842638,#1f77b4,a
-0.5094493139470742,-1.7945029082997694,#1f77b4,a
-0.41813939753997637,-1.7917417559751856,#1f77b4,a
-0.3942871101275506,-1.796973017282309,#1f77b4,a
-0.3393173566496641,-1.7889955695988906,#1f77b4,a
-0.35370546184708224,-1.8140324060953072,#1f77b4,a
-0.328649640745752,-1.826899984632987,#1f77b4,a
-0.2990057735492732,-1.8078551014256756,#1f77b4,a
-0.29599622868294684,-1.827148764192911,#1f77b4,a
-0.28581133664929476,-1.8040085029001804,#1f77b4,a
-0.2638419608287037,-1.8098897151690267,#1f77b4,a
-0.23758957372094666,-1.8266019443367025,#1f77b4,a
-0.2070616814451525,-1.8055722516447301,#1f77b4,a
-0.19477274061736044,-1.8052311318842367,#1f77b4,a
-0.17682446203178037,-1.8359956833723077,#1f77b4,a
-0.15913553345101644,-1.8115770134602358,#1f77b4,a
-0.1525501728603002,-1.8194038884592068,#1f77b4,a
-0.16345848718724879,-1.839005540420829,#1f77b4,a
-0.16225564837346532,-1.8372405788349733,#1f77b4,a
-0.17056245364648198,-1.8312803420059893,#1f77b4,a
-0.13559938112038666,-1.8416133006035615,#1f77b4,a
-0.12884773298934782,1.7236366373674445,#1f77b4,a
-0.14148817462330934,1.7064787547924065,#1f77b4,a
-0.13568142198381014,1.6946708238418382,#1f77b4,a
-0.12681581230481614,1.705890860593152,#1f77b4,a
-0.11600638414356712,1.7087868310564749,#1f77b4,a
-0.10769271181489837,1.7062377837461797,#1f77b4,a
-0.09279288714138226,1.7040580144838673,#1f77b4,a
-0.0708759821731645,1.69202328669692,#1f77b4,a
-0.03776171543688027,1.6910248884728654,#1f77b4,a
-0.034198616733402284,1.6994699295846076,#1f77b4,a
-0.022344006389237496,1.7292284952253993,#1f77b4,a
0.008050454295565054,1.7124609119508818,#1f77b4,a
0.010957976020990424,1.7271251581561866,#1f77b4,a
0.05721143668276973,1.7276602513256156,#1f77b4,a
0.1183052516161136,1.7106243009305326,#1f77b4,a
0.15247105967284033,1.69965671389995,#1f77b4,a
0.16933777673668304,1.6966225717752752,#1f77b4,a
0.21463336031793112,1.7043622260299771,#1f77b4,a
0.20404462873853052,1.7185593759631124,#1f77b4,a
0.2037826057669026,1.7068623734907553,#1f77b4,a
0.2299548582721392,1.7039874883892558,#1f77b4,a
0.2214495375018791,1.7104149434258744,#1f77b4,a
0.24459237787564833,1.7056342787639798,#1f77b4,a
0.2905066830578698,1.720381767083046,#1f77b4,a
0.302011283893119,1.7254555961530196,#1f77b4,a
0.30196596301839396,1.7276689628513353,#1f77b4,a
0.36118427369285244,1.7067631885790853,#1f77b4,a
0.38683203200604466,1.7134621035329292,#1f77b4,a
0.4083938551809378,1.7103323224803417,#1f77b4,a
0.41221004124675203,1.7331292830704257,#1f77b4,a
0.4303681001441183,1.6987099598901727,#1f77b4,a
0.4375137591861858,1.718548252674924,#1f77b4,a
0.44496256177024107,1.725037790918265,#1f77b4,a
0.4624898049881271,1.6981633001022791,#1f77b4,a
0.5085847248703939,1.7302991450648773,#1f77b4,a
0.49099493378014825,1.7091555880807576,#1f77b4,a
0.5111018604858213,1.731457338446989,#1f77b4,a
0.5569822560606618,1.7029028157946906,#1f77b4,a
0.5469699838664589,1.7257032294210977,#1f77b4,a
0.5905126282637755,1.7134556018565317,#1f77b4,a
